DATE_TIME,PLANT_ID_x,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,PLANT_ID_y,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,DC_POWER_s
2020-05-15 00:00:00,90992022,0.0,0.0,48899.938095238096,14189595055.0,90992022,594.1048014000002,551.3373557999998,0.0,0.0
2020-05-15 00:15:00,90992022,0.0,0.0,28401.0,14189595055.0,90992022,591.3778515333333,537.2811143333333,0.0,0.0
2020-05-15 00:30:00,90992022,0.0,0.0,28401.0,14189595055.0,90992022,587.0052175862069,537.400386827586,0.0,0.0
2020-05-15 00:45:00,90992022,0.0,0.0,28401.0,14189595055.0,90992022,583.0129558000003,537.2549071999998,0.0,0.0
2020-05-15 01:00:00,90992022,0.0,0.0,26515.999999999996,14189595055.0,90992022,585.1152559999997,551.9406291034484,0.0,0.0
2020-05-15 01:15:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,583.2802807333333,556.9953326666666,0.0,0.0
2020-05-15 01:30:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,582.8754572666664,554.7782357333334,0.0,0.0
2020-05-15 01:45:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,581.2490245517245,551.4313708275864,0.0,0.0
2020-05-15 02:00:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,580.8428149333336,543.2123260666663,0.0,0.0
2020-05-15 02:15:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,576.9737205517241,540.3085774482757,0.0,0.0
2020-05-15 02:30:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,577.7287824000001,538.6129459333331,0.0,0.0
2020-05-15 02:45:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,578.5521742,538.7513604,0.0,0.0
2020-05-15 03:00:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,579.2214802758621,539.1383716551725,0.0,0.0
2020-05-15 03:15:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,575.4916141333335,541.0943435333334,0.0,0.0
2020-05-15 03:30:00,90992022,0.0,0.0,18976.0,14189595055.0,90992022,573.7269853333335,545.6289160666665,0.0,0.0
2020-05-15 03:45:00,90992022,0.0,0.0,18609.666666666668,14189595055.0,90992022,572.0286872413793,541.3719838620689,0.0,0.0
2020-05-15 04:00:00,90992022,0.0,0.0,13481.0,14189595055.0,90992022,565.3386331999999,541.7759379999999,0.0,0.0
2020-05-15 04:15:00,90992022,0.0,0.0,13481.0,14189595055.0,90992022,563.8094531034483,545.0091915172412,0.0,0.0
2020-05-15 04:30:00,90992022,0.0,0.0,13481.0,14189595055.0,90992022,560.6050072857141,545.5271965,0.0,0.0
2020-05-15 04:45:00,90992022,0.0,0.0,13481.0,14189595055.0,90992022,555.0804971724137,537.6118940689654,0.0,0.0
2020-05-15 05:00:00,90992022,0.0,0.0,13481.0,14189595055.0,90992022,552.5871692000001,530.3007519333335,0.0,0.0
2020-05-15 05:15:00,90992022,0.0,0.0,13481.0,14028885659.357141,90992022,552.0209662000001,525.7391039999998,0.0,0.0
2020-05-15 05:30:00,90992022,0.0,0.0,942.3809523809524,14189595055.0,90992022,548.1732922068968,524.4683688275862,0.0,0.0
2020-05-15 05:45:00,90992022,0.0,0.0,0.0,14189595055.0,90992022,544.3080235999998,523.3065595999999,0.06243719911,0.0
2020-05-15 06:00:00,90992022,331.9933333333332,320.4333333333334,25.93333333333333,14189595080.933336,90992022,544.3413044666668,529.6990563333331,0.28516351922666666,3319.933333333333
2020-05-15 06:15:00,90992022,587.1795238095237,566.977619047619,141.64285714285714,14189595196.64286,90992022,544.8060397241376,535.836167862069,0.4628287119310344,5871.795238095238
2020-05-15 06:30:00,90992022,1284.2057142857143,1243.5561904761905,345.12857142857143,14189595400.128569,90992022,545.2991038,540.0754942000001,0.9335787780000003,12842.057142857142
2020-05-15 06:45:00,90992022,3450.897142857143,3373.658571428571,873.7619047619047,14189595928.761906,90992022,551.061392275862,566.4265640000002,2.276909323586208,34508.97142857143
2020-05-15 07:00:00,90992022,6733.253333333332,6614.38,2133.733333333333,14189597188.733335,90992022,564.8104549999999,630.8435547333332,4.387910640666668,67332.53333333334
2020-05-15 07:15:00,90992022,8379.64,8234.446666666665,4015.2000000000007,14189599070.199999,90992022,573.689996,675.9611084827587,6.988630568965515,83796.40000000001
2020-05-15 07:30:00,90992022,10109.33238095238,9919.995238095236,6287.171428571429,14189601342.171429,90992022,581.3332594666665,708.5496784666665,8.424093993333335,101093.3238095238
2020-05-15 07:45:00,90992022,12052.23142857143,11813.325714285715,9009.366666666665,14189604064.366665,90992022,596.6463253793103,761.014368551724,9.862306588275864,120522.3142857143
2020-05-15 08:00:00,90992022,12379.565238095238,12132.810476190476,11932.723809523808,14189606987.72381,90992022,608.9373458666668,785.528840066667,10.010606657333337,123795.65238095241
2020-05-15 08:15:00,90992022,14071.28,13784.546666666667,15115.866666666667,14095471296.266668,90992022,614.976831333333,809.311750133334,11.204935786,140712.8
2020-05-15 08:30:00,90992022,16053.013333333334,15718.433333333332,18834.133333333335,14182503447.733332,90992022,627.576722413793,849.5904886206897,12.560056944827588,160530.1333333333
2020-05-15 08:45:00,90992022,17777.12857142857,17399.51142857143,23057.976190476187,14189618112.97619,90992022,645.0184722666662,896.2367898000001,13.758799589333329,177771.28571428568
2020-05-15 09:00:00,90992022,18697.333333333336,18295.993333333336,27479.066666666666,14189622534.066666,90992022,650.5849596551725,912.3730887586213,14.3925230937931,186973.33333333337
2020-05-15 09:15:00,90992022,20195.25380952381,19754.6219047619,32279.54285714286,14189627334.542858,90992022,662.0109591333334,956.2382192000003,15.453621509333333,201952.53809523807
2020-05-15 09:30:00,90992022,19997.386666666665,19552.767619047616,37236.34285714286,14189632291.34286,90992022,674.0504843448275,971.194321103448,16.64701814068966,199973.8666666666
2020-05-15 09:45:00,90992022,19059.164285714283,18627.731904761902,41758.79999999999,14189612533.585714,90992022,690.2526407333337,1005.8295279999996,17.594411868,190591.64285714287
2020-05-15 10:00:00,90992022,18570.720476190476,18142.809523809523,46538.72857142858,14189641593.728569,90992022,701.6260643333331,1014.8858258000004,18.218110636000006,185707.20476190472
2020-05-15 10:15:00,90992022,17465.253333333334,17041.513333333332,50936.00000000001,14189645990.999998,90992022,713.6245569655172,1037.1571820689662,19.246344715172405,174652.53333333333
2020-05-15 10:30:00,90992022,18074.0,17622.486666666664,55344.13333333333,14189650399.133333,90992022,727.6309758666663,1070.9663755999995,19.97723361333333,180739.99999999997
2020-05-15 10:45:00,90992022,18684.176666666666,18217.238095238095,59787.461904761905,14189654842.461908,90992022,730.2343422758621,1105.4903237931032,20.753759582068973,186841.76666666663
2020-05-15 11:00:00,90992022,17977.836666666666,17528.377142857145,64233.090476190475,14189659288.090475,90992022,736.1652466666666,1135.4418093333331,21.073802317333335,179778.36666666667
2020-05-15 11:15:00,90992022,17757.35523809524,17313.777619047618,68564.28095238096,14189663619.280954,90992022,753.5394937931037,1207.674641724138,21.349850591034468,177573.55238095237
2020-05-15 11:30:00,90992022,18009.660000000003,17559.640000000003,72832.26666666666,14108649304.866667,90992022,762.332002666667,1233.8469645333337,21.734504198000003,180096.6
2020-05-15 11:45:00,90992022,17059.7,16633.173333333332,77331.46666666666,14189672386.466663,90992022,773.3335712413796,1223.063496068965,20.973579386896542,170597.0
2020-05-15 12:00:00,90992022,16969.051904761905,16544.79476190476,81366.71904761904,14189676421.719046,90992022,773.6543107333333,1264.741291,20.832244275333338,169690.51904761905
2020-05-15 12:15:00,90992022,18008.725714285716,17558.464761904765,85608.61904761904,14189680663.619047,90992022,800.3065612413797,1266.9487956551723,21.498127715862083,180087.25714285712
2020-05-15 12:30:00,90992022,17661.64857142857,17220.08619047619,89946.31904761904,14189685001.319048,90992022,791.2598664666662,1295.5393615999992,21.037225806666665,176616.4857142857
2020-05-15 12:45:00,90992022,17586.326666666664,17147.059999999998,94303.73333333331,14189689358.733335,90992022,791.8448230000001,1270.048692733334,21.53998916666668,175863.2666666667
2020-05-15 13:00:00,90992022,17838.13333333334,17397.13333333333,98452.20000000001,14181629233.333332,90992022,802.0887918620683,1328.5662894482766,20.38164066551725,178381.33333333334
2020-05-15 13:15:00,90992022,17768.745714285717,17331.82238095238,102696.7904761905,14189698058.457142,90992022,812.6704094666665,1250.9090887333336,19.893429908000005,177687.4571428571
2020-05-15 13:30:00,90992022,18686.08761904762,18226.817142857144,107390.35714285714,14189702445.357145,90992022,811.5974558620691,1257.2708120689658,19.700425936551724,186860.87619047618
2020-05-15 13:45:00,90992022,17746.318571428572,17310.559047619045,111780.09523809524,14189706835.095242,90992022,805.5163174666665,1165.5734464000004,19.052595371333343,177463.18571428573
2020-05-15 14:00:00,90992022,18242.933333333334,17806.100000000002,116177.46666666666,14189711232.466665,90992022,810.540853517241,1205.8201077241376,18.434776511724145,182429.33333333334
2020-05-15 14:15:00,90992022,18774.319999999996,18327.02,120732.40000000001,14189715787.4,90992022,821.7622423999996,1177.8568252,18.174828760000004,187743.19999999998
2020-05-15 14:30:00,90992022,17019.533809523808,16642.040952380954,125301.52857142856,14189720356.528574,90992022,819.9062490666669,1129.8964930000002,14.983452476666658,170195.33809523805
2020-05-15 14:45:00,90992022,18272.444285714286,17867.472380952382,129353.90952380953,14189724408.909523,90992022,818.7651635862069,1086.0492765517242,15.10622388,182724.4428571429
2020-05-15 15:00:00,90992022,20077.719523809526,19638.640476190474,134048.6476190476,14189729103.64762,90992022,816.5427658666667,1104.1809496666665,14.383756794000004,200777.19523809527
2020-05-15 15:15:00,90992022,19133.233333333326,18720.180000000004,138921.06666666668,14189733976.06667,90992022,815.9056020689655,1062.257070068966,13.313033974482758,191332.33333333334
2020-05-15 15:30:00,90992022,14042.306666666667,13755.33333333333,143026.13333333333,14189738081.133331,90992022,805.7755823333331,998.177427866666,9.870004950666667,140423.06666666665
2020-05-15 15:45:00,90992022,15855.710000000003,15524.318571428572,146637.6380952381,14189741692.638098,90992022,808.626170733334,989.4541807333331,11.123517137333335,158557.1
2020-05-15 16:00:00,90992022,14186.605714285713,13895.899047619047,150335.12380952382,14189745390.12381,90992022,808.6024661379311,990.83022537931,9.91019895724138,141866.05714285717
