DATE_TIME,DAILY_YIELD
2020-05-15 00:00:00,0.0
2020-05-15 00:15:00,0.0
2020-05-15 00:30:00,0.0
2020-05-15 00:45:00,0.0
2020-05-15 01:00:00,0.0
2020-05-15 01:15:00,0.0
2020-05-15 01:30:00,0.0
2020-05-15 01:45:00,0.0
2020-05-15 02:00:00,0.0
2020-05-15 02:15:00,0.0
2020-05-15 02:30:00,0.0
2020-05-15 02:45:00,0.0
2020-05-15 03:00:00,0.0
2020-05-15 03:15:00,0.0
2020-05-15 03:30:00,0.0
2020-05-15 03:45:00,0.0
2020-05-15 04:00:00,0.0
2020-05-15 04:15:00,0.0
2020-05-15 04:30:00,0.0
2020-05-15 04:45:00,0.0
2020-05-15 05:00:00,0.0
2020-05-15 05:15:00,0.0
2020-05-15 05:30:00,0.0
2020-05-15 05:45:00,0.0
2020-05-15 06:00:00,0.0
2020-05-15 06:15:00,61.261904762
2020-05-15 06:30:00,324.529761903
2020-05-15 06:45:00,819.50595237
2020-05-15 07:00:00,1717.7499999899999
2020-05-15 07:15:00,2751.9761903999997
2020-05-15 07:30:00,3850.3750001
2020-05-15 07:45:00,4888.4285715
2020-05-15 08:00:00,6160.8214287
2020-05-15 08:15:00,8229.2071429
2020-05-15 08:30:00,10969.9880953
2020-05-15 08:45:00,13269.5178572
2020-05-15 09:00:00,16593.1785714
2020-05-15 09:15:00,19980.9821428
2020-05-15 09:30:00,21888.892856699997
2020-05-15 09:45:00,24533.3809524
2020-05-15 10:00:00,29346.732144399994
2020-05-15 10:15:00,32973.535714
2020-05-15 10:30:00,36823.174999
2020-05-15 10:45:00,39799.292857
2020-05-15 11:00:00,43389.95357400001
2020-05-15 11:15:00,47752.761904
2020-05-15 11:30:00,51726.053571
2020-05-15 11:45:00,55271.10714199999
2020-05-15 12:00:00,59620.946429
2020-05-15 12:15:00,63932.303572000004
2020-05-15 12:30:00,69163.07142899999
2020-05-15 12:45:00,73879.196429
2020-05-15 13:00:00,77961.321428
2020-05-15 13:15:00,81491.803572
2020-05-15 13:30:00,85448.928572
2020-05-15 13:45:00,89618.46428800002
2020-05-15 14:00:00,94351.839285
2020-05-15 14:15:00,100265.46428700001
2020-05-15 14:30:00,105649.50714199999
2020-05-15 14:45:00,108951.89881
2020-05-15 15:00:00,112657.625
2020-05-15 15:15:00,115985.99999899999
2020-05-15 15:30:00,119794.52381
2020-05-15 15:45:00,122858.38095199999
2020-05-15 16:00:00,125887.767858
2020-05-15 16:15:00,128208.535714
2020-05-15 16:30:00,130816.01785599999
2020-05-15 16:45:00,133059.16666699998
2020-05-15 17:00:00,134620.839284
2020-05-15 17:15:00,135859.303572
2020-05-15 17:30:00,136646.75
2020-05-15 17:45:00,137121.857143
2020-05-15 18:00:00,137350.446429
2020-05-15 18:15:00,137449.607144
2020-05-15 18:30:00,137473.0
2020-05-15 18:45:00,137473.0
2020-05-15 19:00:00,87463.0
2020-05-15 19:15:00,87463.0
2020-05-15 19:30:00,87463.0
2020-05-15 19:45:00,87463.0
2020-05-15 20:00:00,87463.0
2020-05-15 20:15:00,87463.0
2020-05-15 20:30:00,87463.0
2020-05-15 20:45:00,87463.0
2020-05-15 21:00:00,87463.0
2020-05-15 21:15:00,87463.0
2020-05-15 21:30:00,87463.0
2020-05-15 21:45:00,87463.0
2020-05-15 22:00:00,87463.0
2020-05-15 22:15:00,87463.0
2020-05-15 22:30:00,87463.0
2020-05-15 22:45:00,87463.0
2020-05-15 23:00:00,87463.0
2020-05-16 02:00:00,0.0
2020-05-16 02:15:00,0.0
2020-05-16 02:30:00,0.0
2020-05-16 02:45:00,0.0
2020-05-16 03:00:00,0.0
2020-05-16 03:15:00,0.0
2020-05-16 03:30:00,0.0
2020-05-16 03:45:00,0.0
2020-05-16 04:00:00,0.0
2020-05-16 04:15:00,0.0
2020-05-16 04:30:00,0.0
2020-05-16 04:45:00,0.0
2020-05-16 05:00:00,0.0
2020-05-16 05:15:00,0.0
2020-05-16 05:30:00,0.0
2020-05-16 05:45:00,0.0
2020-05-16 06:00:00,1.571428572
2020-05-16 06:15:00,90.732142856
2020-05-16 06:30:00,364.4285714499999
2020-05-16 06:45:00,844.14285715
2020-05-16 07:00:00,1554.51785715
2020-05-16 07:15:00,2492.4642856999994
2020-05-16 07:30:00,3675.8035714000007
2020-05-16 07:45:00,5239.1964287
2020-05-16 08:00:00,7313.9285714
2020-05-16 08:15:00,9738.428571299999
2020-05-16 08:30:00,12581.1607143
2020-05-16 08:45:00,15980.7857143
2020-05-16 09:00:00,19501.7499999
2020-05-16 09:15:00,22719.8571434
2020-05-16 09:30:00,25885.821429
2020-05-16 09:45:00,29357.875001
2020-05-16 10:00:00,33606.303571
2020-05-16 10:15:00,37151.339285999995
2020-05-16 10:30:00,41729.910714000005
2020-05-16 10:45:00,46531.178572000004
2020-05-16 11:00:00,50857.839286
2020-05-16 11:15:00,55151.37500000001
