DATE_TIME,DAILY_YIELD
2020-05-23 23:15:00,186728.0
2020-05-23 23:30:00,186728.0
2020-05-23 23:45:00,170940.571429
2020-05-24 00:00:00,6807.9285709999995
2020-05-24 00:15:00,0.0
2020-05-24 00:30:00,0.0
2020-05-24 00:45:00,0.0
2020-05-24 01:00:00,0.0
2020-05-24 01:15:00,0.0
2020-05-24 01:30:00,0.0
2020-05-24 01:45:00,0.0
2020-05-24 02:00:00,0.0
2020-05-24 02:15:00,0.0
2020-05-24 02:30:00,0.0
2020-05-24 02:45:00,0.0
2020-05-24 03:00:00,0.0
2020-05-24 03:15:00,0.0
2020-05-24 03:30:00,0.0
2020-05-24 03:45:00,0.0
2020-05-24 04:00:00,0.0
2020-05-24 04:15:00,0.0
2020-05-24 04:30:00,0.0
2020-05-24 04:45:00,0.0
2020-05-24 05:00:00,0.0
2020-05-24 05:15:00,0.0
2020-05-24 05:30:00,0.0
2020-05-24 05:45:00,0.0
2020-05-24 06:00:00,14.928571429000002
2020-05-24 06:15:00,146.821428571
2020-05-24 06:30:00,441.71428568999994
2020-05-24 06:45:00,950.71428572
2020-05-24 07:00:00,1737.7500000099997
2020-05-24 07:15:00,2869.3214285
2020-05-24 07:30:00,4380.875
2020-05-24 07:45:00,6304.1249999
2020-05-24 08:00:00,8714.428571600001
2020-05-24 08:15:00,11304.0178571
2020-05-24 08:30:00,14697.392857199999
2020-05-24 08:45:00,17934.5178572
2020-05-24 09:00:00,21254.1428568
2020-05-24 09:15:00,25102.124999999996
2020-05-24 09:30:00,29390.303572999997
2020-05-24 09:45:00,33331.125
2020-05-24 10:00:00,36931.196429
2020-05-24 10:15:00,40833.75
2020-05-24 10:30:00,45745.303570000004
2020-05-24 10:45:00,51363.08928600001
2020-05-24 11:00:00,57678.839284999995
2020-05-24 11:15:00,63187.571427999996
2020-05-24 11:30:00,69591.178571
2020-05-24 11:45:00,76075.660715
2020-05-24 12:00:00,82029.928572
2020-05-24 12:15:00,88699.303571
2020-05-24 12:30:00,95180.464286
2020-05-24 12:45:00,101515.589286
2020-05-24 13:00:00,108065.767858
2020-05-24 13:15:00,114542.32143000001
2020-05-24 13:30:00,120442.339285
2020-05-24 13:45:00,126030.0
2020-05-24 14:00:00,131590.285715
2020-05-24 14:15:00,136840.75
2020-05-24 14:30:00,142179.589287
2020-05-24 14:45:00,146575.571428
2020-05-24 15:00:00,151334.571427
2020-05-24 15:15:00,155515.410713
2020-05-24 15:30:00,158149.214284
2020-05-24 15:45:00,160057.428572
2020-05-24 16:00:00,161748.964285
2020-05-24 16:15:00,164309.517858
2020-05-24 16:30:00,166298.5
2020-05-24 16:45:00,168173.160714
2020-05-24 17:00:00,170384.446429
2020-05-24 17:15:00,172188.410713
2020-05-24 17:30:00,173353.839285
2020-05-24 17:45:00,174105.732142
2020-05-24 18:00:00,174560.125
2020-05-24 18:15:00,174817.999999
2020-05-24 18:30:00,174961.232144
2020-05-24 18:45:00,174989.0
2020-05-24 19:00:00,174989.0
2020-05-24 19:15:00,174989.0
2020-05-24 19:30:00,174989.0
2020-05-24 19:45:00,174989.0
2020-05-24 20:00:00,174989.0
2020-05-24 20:15:00,174989.0
2020-05-24 20:30:00,174989.0
2020-05-24 20:45:00,174989.0
2020-05-24 21:00:00,174989.0
2020-05-24 21:15:00,174989.0
2020-05-24 21:30:00,174989.0
2020-05-24 21:45:00,174989.0
2020-05-24 22:00:00,174989.0
2020-05-24 22:15:00,174989.0
2020-05-24 22:30:00,174989.0
2020-05-24 22:45:00,174989.0
2020-05-24 23:00:00,174989.0
2020-05-24 23:15:00,174989.0
2020-05-24 23:30:00,174989.0
2020-05-24 23:45:00,161031.857143
2020-05-25 00:00:00,5213.678572
2020-05-25 00:15:00,0.0
2020-05-25 00:30:00,0.0
2020-05-25 00:45:00,0.0
2020-05-25 01:00:00,0.0
2020-05-25 01:15:00,0.0
2020-05-25 01:30:00,0.0
2020-05-25 01:45:00,0.0
2020-05-25 02:00:00,0.0
2020-05-25 02:15:00,0.0
2020-05-25 02:30:00,0.0
2020-05-25 02:45:00,0.0
2020-05-25 03:00:00,0.0
2020-05-25 03:15:00,0.0
2020-05-25 03:30:00,0.0
2020-05-25 03:45:00,0.0
2020-05-25 04:00:00,0.0
2020-05-25 04:15:00,0.0
2020-05-25 04:30:00,0.0
2020-05-25 04:45:00,0.0
2020-05-25 05:00:00,0.0
2020-05-25 05:15:00,0.0
2020-05-25 05:30:00,0.0
2020-05-25 06:00:00,0.0
2020-05-25 06:15:00,65.64285714500001
2020-05-25 06:30:00,361.19642856999997
2020-05-25 06:45:00,861.1785714299999
