DATE_TIME,DAILY_YIELD
2020-06-01 12:30:00,87661.26785799999
2020-06-01 12:45:00,90553.071429
2020-06-01 13:00:00,92964.553572
2020-06-01 13:15:00,98155.375
2020-06-01 13:30:00,102786.910715
2020-06-01 13:45:00,107250.00000100001
2020-06-01 14:00:00,110222.00000300001
2020-06-01 14:15:00,111452.875
2020-06-01 14:30:00,114100.142857
2020-06-01 14:45:00,116121.125
2020-06-01 15:00:00,117711.714286
2020-06-01 15:15:00,119013.25
2020-06-01 15:30:00,120037.28571400001
2020-06-01 15:45:00,120895.0
2020-06-01 16:00:00,121695.00000200002
2020-06-01 16:15:00,122712.375
2020-06-01 16:30:00,123715.428572
2020-06-01 16:45:00,124611.089286
2020-06-01 17:00:00,125412.35714299999
2020-06-01 17:15:00,126016.339285
2020-06-01 17:30:00,126461.214286
2020-06-01 17:45:00,126814.16071600001
2020-06-01 18:00:00,127163.428572
2020-06-01 18:15:00,127388.142858
2020-06-01 18:30:00,127455.875
2020-06-01 18:45:00,127458.0
2020-06-01 19:00:00,127458.0
2020-06-01 19:15:00,127458.0
2020-06-01 19:30:00,127458.0
2020-06-01 19:45:00,127458.0
2020-06-01 20:00:00,127458.0
2020-06-01 20:15:00,127458.0
2020-06-01 20:30:00,127458.0
2020-06-01 20:45:00,127458.0
2020-06-01 21:00:00,127458.0
2020-06-01 21:15:00,127458.0
2020-06-01 21:30:00,127458.0
2020-06-01 21:45:00,127458.0
2020-06-01 22:00:00,127458.0
2020-06-01 22:15:00,127458.0
2020-06-01 22:30:00,127458.0
2020-06-01 22:45:00,127458.0
2020-06-01 23:00:00,127458.0
2020-06-01 23:15:00,127458.0
2020-06-01 23:30:00,127458.0
2020-06-01 23:45:00,115927.125
2020-06-02 00:00:00,1676.2857142999999
2020-06-02 00:15:00,0.0
2020-06-02 00:30:00,0.0
2020-06-02 00:45:00,0.0
2020-06-02 01:00:00,0.0
2020-06-02 01:15:00,0.0
2020-06-02 01:30:00,0.0
2020-06-02 01:45:00,0.0
2020-06-02 02:00:00,0.0
2020-06-02 02:15:00,0.0
2020-06-02 02:30:00,0.0
2020-06-02 02:45:00,0.0
2020-06-02 03:00:00,0.0
2020-06-02 03:15:00,0.0
2020-06-02 03:30:00,0.0
2020-06-02 03:45:00,0.0
2020-06-02 04:00:00,0.0
2020-06-02 04:15:00,0.0
2020-06-02 04:30:00,0.0
2020-06-02 04:45:00,0.0
2020-06-02 05:00:00,0.0
2020-06-02 05:15:00,0.0
2020-06-02 05:30:00,0.0
2020-06-02 05:45:00,0.0
2020-06-02 06:00:00,7.7321428590000005
2020-06-02 06:15:00,128.124999999
2020-06-02 06:30:00,382.05357144
2020-06-02 06:45:00,693.82142856
2020-06-02 07:00:00,1329.2499999999998
2020-06-02 07:15:00,2314.0892857999997
2020-06-02 07:30:00,3305.5178571999995
2020-06-02 07:45:00,4519.9642857
2020-06-02 08:00:00,6090.4285715
2020-06-02 08:15:00,9576.9642857
2020-06-02 08:30:00,14099.410714500002
2020-06-02 08:45:00,18405.6607143
2020-06-02 09:00:00,22152.4285699
2020-06-02 09:15:00,26333.482142
2020-06-02 09:30:00,30821.982141
2020-06-02 09:45:00,36328.339286999995
2020-06-02 10:00:00,41710.071427
2020-06-02 10:15:00,46231.571429
2020-06-02 10:30:00,49680.32142900001
2020-06-02 10:45:00,54073.57142900001
2020-06-02 11:00:00,59267.607143
2020-06-02 11:15:00,63744.76785699999
2020-06-02 11:30:00,67092.392857
2020-06-02 11:45:00,70570.5
2020-06-02 12:00:00,74317.232143
2020-06-02 12:15:00,79282.42857199999
2020-06-02 12:30:00,83867.946429
2020-06-02 12:45:00,89568.01785799999
2020-06-02 13:00:00,95876.39285599999
2020-06-02 13:15:00,102338.535714
2020-06-02 13:30:00,108279.642857
2020-06-02 13:45:00,114406.625
2020-06-02 14:00:00,119529.982143
2020-06-02 14:15:00,123298.910714
2020-06-02 14:30:00,127178.267857
2020-06-02 14:45:00,132881.517859
2020-06-02 15:00:00,136944.410715
2020-06-02 15:15:00,139962.714286
2020-06-02 15:30:00,142993.714285
2020-06-02 15:45:00,146222.553571
2020-06-02 16:00:00,149845.857142
2020-06-02 16:15:00,153292.553572
2020-06-02 16:30:00,155607.803573
2020-06-02 16:45:00,157759.607143
2020-06-02 17:00:00,159313.589286
2020-06-02 17:15:00,160481.928571
2020-06-02 17:30:00,161135.928571
2020-06-02 17:45:00,161542.517857
2020-06-02 18:00:00,161777.886904
2020-06-02 18:15:00,103026.232142
